month_date,month,property_type,listing_count,host_count,active_listing_count,avg_daily_rate_mean,avg_daily_rate_median,occupancy_mean,revenue_mean,revenue_median,revpar_mean,star_rating_mean,superhost_share,latitude_mean,longitude_mean
2021-09-01,2021-09,Boutique & Hotels,34,29,31,224.88529411764708,184.35000000000002,0.6421176470588236,4437.264705882353,2724.5,147.90882352941176,4.54962962962963,0.1935483870967742,40.74796511764706,-73.9799973235294
2021-09-01,2021-09,House,101,92,82,164.34653465346534,83.1,0.6092673267326733,2984.2772277227723,1645.0,99.47590759075906,4.740340909090909,0.27956989247311825,40.709416166435645,-73.91163882158416
2021-09-01,2021-09,Others,13,13,12,126.94615384615385,118.9,0.8179230769230769,3180.846153846154,3403.0,106.02820512820512,4.843333333333334,0.5384615384615384,40.715195461538464,-73.92063567384615
2021-10-01,2021-10,Apartment & Condo,425,386,334,162.13576470588234,131.3,0.5670635294117647,2855.7247058823527,1940.0,92.12015180265654,4.6984078212290505,0.27466666666666667,40.728910317505886,-73.95267037705882
2021-10-01,2021-10,Boutique & Hotels,34,29,32,256.90882352941173,195.45,0.5750000000000001,3854.470588235294,2409.0,124.33776091081593,4.54962962962963,0.1935483870967742,40.74796511764706,-73.9799973235294
2021-10-01,2021-10,House,101,92,84,165.17128712871286,86.6,0.6074653465346534,3096.1188118811883,1680.0,99.87480038326414,4.740340909090909,0.27956989247311825,40.709416166435645,-73.91163882158416
2021-10-01,2021-10,Others,13,13,13,130.47692307692307,122.2,0.8188461538461538,3169.076923076923,3298.0,102.22828784119108,4.843333333333334,0.5384615384615384,40.715195461538464,-73.92063567384615
2021-11-01,2021-11,Apartment & Condo,425,386,339,161.5675294117647,130.9,0.5613411764705882,2615.145882352941,1861.0,87.17152941176471,4.6984078212290505,0.27466666666666667,40.728910317505886,-73.95267037705882
2021-11-01,2021-11,Boutique & Hotels,34,29,33,247.2,198.5,0.5117941176470588,2899.029411764706,1885.5,96.63431372549019,4.54962962962963,0.1935483870967742,40.74796511764706,-73.9799973235294
2021-11-01,2021-11,House,101,92,84,166.28514851485147,83.4,0.596049504950495,2861.5841584158416,1583.0,95.38613861386139,4.740340909090909,0.27956989247311825,40.709416166435645,-73.91163882158416
2021-11-01,2021-11,Others,13,13,13,131.0,122.2,0.6717692307692308,2394.076923076923,2774.0,79.8025641025641,4.843333333333334,0.5384615384615384,40.715195461538464,-73.92063567384615
2021-12-01,2021-12,Apartment & Condo,425,386,342,171.87764705882353,131.3,0.5314447058823529,2889.5788235294117,1833.0,93.212220113852,4.6984078212290505,0.27466666666666667,40.728910317505886,-73.95267037705882
2021-12-01,2021-12,Boutique & Hotels,34,29,33,256.1264705882353,215.45,0.4705588235294118,3389.4117647058824,2536.0,109.33586337760912,4.54962962962963,0.1935483870967742,40.74796511764706,-73.9799973235294
2021-12-01,2021-12,House,101,92,85,174.5178217821782,84.5,0.527920792079208,3152.6930693069307,1544.0,101.69977642925583,4.740340909090909,0.27956989247311825,40.709416166435645,-73.91163882158416
2021-12-01,2021-12,Others,13,13,13,133.16923076923078,121.8,0.5333846153846153,2077.153846153846,2418.0,67.00496277915633,4.843333333333334,0.5384615384615384,40.715195461538464,-73.92063567384615
2022-01-01,2022-01,Apartment & Condo,425,386,351,158.8435294117647,126.5,0.405235294117647,1945.174117647059,739.0,62.74755218216319,4.6984078212290505,0.27466666666666667,40.728910317505886,-73.95267037705882
2022-01-01,2022-01,Boutique & Hotels,34,29,33,194.75294117647059,154.7,0.1973529411764706,914.1470588235294,325.5,29.488614800759013,4.54962962962963,0.1935483870967742,40.74796511764706,-73.9799973235294
2022-01-01,2022-01,House,101,92,88,167.3752475247525,83.8,0.3867623762376238,2485.8217821782177,613.0,80.1877994251038,4.740340909090909,0.27956989247311825,40.709416166435645,-73.91163882158416
2022-01-01,2022-01,Others,13,13,13,126.6,111.2,0.4863846153846154,1926.6153846153845,1634.0,62.148883374689824,4.843333333333334,0.5384615384615384,40.715195461538464,-73.92063567384615
2022-02-01,2022-02,Apartment & Condo,425,386,366,157.09905882352942,122.7,0.4166235294117647,1744.515294117647,935.0,62.304117647058824,4.6984078212290505,0.27466666666666667,40.728910317505886,-73.95267037705882
2022-02-01,2022-02,Boutique & Hotels,34,29,34,201.0705882352941,138.8,0.23423529411764707,1252.2058823529412,549.0,44.721638655462186,4.54962962962963,0.1935483870967742,40.74796511764706,-73.9799973235294
2022-02-01,2022-02,House,101,92,88,163.95346534653464,86.7,0.3907128712871287,1971.970297029703,541.0,70.42751060820368,4.740340909090909,0.27956989247311825,40.709416166435645,-73.91163882158416
2022-02-01,2022-02,Others,13,13,13,124.82307692307693,108.5,0.6923076923076923,2464.3076923076924,2596.0,88.01098901098901,4.843333333333334,0.5384615384615384,40.715195461538464,-73.92063567384615
2022-03-01,2022-03,Apartment & Condo,425,386,372,158.87741176470587,128.9,0.49502588235294115,2450.454117647059,1435.0,79.04690702087287,4.6984078212290505,0.27466666666666667,40.728910317505886,-73.95267037705882
2022-03-01,2022-03,Boutique & Hotels,34,29,34,233.60882352941175,188.85,0.352,2594.970588235294,2065.0,83.70872865275142,4.54962962962963,0.1935483870967742,40.74796511764706,-73.9799973235294
2022-03-01,2022-03,House,101,92,89,166.05742574257425,84.6,0.4832376237623763,2710.4653465346537,1138.0,87.43436601724689,4.740340909090909,0.27956989247311825,40.709416166435645,-73.91163882158416
2022-03-01,2022-03,Others,13,13,13,130.63846153846154,114.0,0.645076923076923,2414.0,2653.0,77.87096774193547,4.843333333333334,0.5384615384615384,40.715195461538464,-73.92063567384615
2022-04-01,2022-04,Apartment & Condo,425,386,374,168.54258823529412,129.9,0.5723270588235294,3069.230588235294,1997.0,102.30768627450979,4.6984078212290505,0.27466666666666667,40.728910317505886,-73.95267037705882
2022-04-01,2022-04,Boutique & Hotels,34,29,34,261.0235294117647,224.7,0.45788235294117646,2970.235294117647,2930.5,99.0078431372549,4.54962962962963,0.1935483870967742,40.74796511764706,-73.9799973235294
2022-04-01,2022-04,House,101,92,90,163.2980198019802,84.3,0.5676633663366337,2983.7524752475247,1557.0,99.45841584158416,4.740340909090909,0.27956989247311825,40.709416166435645,-73.91163882158416
2022-04-01,2022-04,Others,13,13,12,136.0,115.6,0.718,2872.5384615384614,2876.0,95.75128205128205,4.843333333333334,0.5384615384615384,40.715195461538464,-73.92063567384615
2022-05-01,2022-05,Apartment & Condo,359,324,312,192.45348189415043,141.5,0.5246518105849582,3319.7688022284124,2064.0,107.08931620091651,4.702807570977918,0.2757660167130919,40.72948007350975,-73.95218560860725
